country,item,element,unit,food_2014,food_2019
Greece,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,293000000.0,284000000.0
Greece,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,50000000.0,49000000.0
Greece,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,2000000.0,1000000.0
Greece,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,4000000.0,52000000.0
Greece,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,4000000.0,5000000.0
Greece,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,668000000.0,615000000.0
Greece,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,901000000.0,808000000.0
Greece,Wheat and products,FoodFood,1000 tonnes1000 tonnes,1379000000.0,1212000000.0
Greece,Wine,FoodFood,1000 tonnes1000 tonnes,196000000.0,188000000.0
Grenada,Apples and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Aquatic Animals, Others",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Aquatic Plants,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Bananas,FoodFood,1000 tonnes1000 tonnes,4000000.0,2000000.0
Grenada,Barley and products,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Grenada,Beans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Beer,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Grenada,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Cassava and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Cephalopods,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,Cloves,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Grenada,Coffee and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Cottonseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Cream,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Crustaceans,FoodFood,1000 tonnes1000 tonnes,20000.0,130000.0
Grenada,Demersal Fish,FoodFood,1000 tonnes1000 tonnes,790000.0,630000.0
Grenada,Eggs,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,"Fats, Animals, Raw",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Fish, Body Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Fish, Liver Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Freshwater Fish,FoodFood,1000 tonnes1000 tonnes,10000.0,10000.0
Grenada,"Fruits, other",FoodFood,1000 tonnes1000 tonnes,6000000.0,6000000.0
Grenada,Grapefruit and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,Grapes and products (excl wine),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Groundnuts,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Honey,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Infant food,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Lemons, Limes and products",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Maize Germ Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Maize and products,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Grenada,"Marine Fish, Other",FoodFood,1000 tonnes1000 tonnes,300000.0,280000.0
Grenada,"Meat, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Milk - Excluding Butter,FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Grenada,Miscellaneous,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Grenada,"Molluscs, Other",FoodFood,1000 tonnes1000 tonnes,30000.0,30000.0
Grenada,Mutton & Goat Meat,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Nuts and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Oats,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Offals, Edible",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Oilcrops Oil, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Oilcrops, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Olive Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Olives (including preserved),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Onions,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Oranges, Mandarines",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,Palm Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Peas,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Pelagic Fish,FoodFood,1000 tonnes1000 tonnes,1860000.0,1930000.0
Grenada,Pepper,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Pigmeat,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,Pimento,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Pineapples and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Plantains,FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Grenada,Potatoes and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,Poultry Meat,FoodFood,1000 tonnes1000 tonnes,4000000.0,5000000.0
Grenada,"Pulses, Other and products",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Rape and Mustard Oil,Food,1000 tonnes,0.0,0.0
Grenada,Rape and Mustardseed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Rice and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,2000000.0
Grenada,"Roots, Other",FoodFood,1000 tonnes1000 tonnes,1000000.0,2000000.0
Grenada,Rye and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Sesame seed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Sesameseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Soyabean Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Soyabeans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,"Spices, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,3000000.0,4000000.0
Grenada,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Grenada,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Grenada,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Grenada,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,7000000.0,10000000.0
Grenada,Wheat and products,FoodFood,1000 tonnes1000 tonnes,8000000.0,7000000.0
Grenada,Wine,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Grenada,Yams,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Apples and products,FoodFood,1000 tonnes1000 tonnes,18000000.0,28000000.0
Guatemala,"Aquatic Animals, Others",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Aquatic Plants,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Bananas,FoodFood,1000 tonnes1000 tonnes,67000000.0,73000000.0
Guatemala,Barley and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Beans,FoodFood,1000 tonnes1000 tonnes,196000000.0,222000000.0
Guatemala,Beer,FoodFood,1000 tonnes1000 tonnes,208000000.0,323000000.0
Guatemala,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,28000000.0,25000000.0
Guatemala,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guatemala,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,182000000.0,197000000.0
Guatemala,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Guatemala,Cassava and products,FoodFood,1000 tonnes1000 tonnes,4000000.0,3000000.0
Guatemala,Cephalopods,FoodFood,1000 tonnes1000 tonnes,280000.0,240000.0
Guatemala,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,7000000.0,6000000.0
Guatemala,Cloves,Food,1000 tonnes,0.0,0.0
Guatemala,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,19000000.0,9000000.0
Guatemala,Coffee and products,FoodFood,1000 tonnes1000 tonnes,52000000.0,18000000.0
Guatemala,Cottonseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Cream,FoodFood,1000 tonnes1000 tonnes,6000000.0,6000000.0
Guatemala,Crustaceans,FoodFood,1000 tonnes1000 tonnes,8430000.0,12990000.0
Guatemala,Dates,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Demersal Fish,FoodFood,1000 tonnes1000 tonnes,460000.0,420000.0
Guatemala,Eggs,FoodFood,1000 tonnes1000 tonnes,235000000.0,260000000.0
Guatemala,"Fats, Animals, Raw",FoodFood,1000 tonnes1000 tonnes,6000000.0,6000000.0
Guatemala,"Fish, Body Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,"Fish, Liver Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Freshwater Fish,FoodFood,1000 tonnes1000 tonnes,10620000.0,13900000.0
Guatemala,"Fruits, other",FoodFood,1000 tonnes1000 tonnes,261000000.0,283000000.0
Guatemala,Grapefruit and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Grapes and products (excl wine),FoodFood,1000 tonnes1000 tonnes,29000000.0,32000000.0
Guatemala,Groundnut Oil,FoodFood,1000 tonnes1000 tonnes,2000000.0,1000000.0
Guatemala,Groundnuts,FoodFood,1000 tonnes1000 tonnes,19000000.0,26000000.0
Guatemala,Honey,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Guatemala,Infant food,FoodFood,1000 tonnes1000 tonnes,6000000.0,6000000.0
Guatemala,"Lemons, Limes and products",FoodFood,1000 tonnes1000 tonnes,100000000.0,104000000.0
Guatemala,Maize Germ Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Maize and products,FoodFood,1000 tonnes1000 tonnes,1431000000.0,1581000000.0
Guatemala,"Marine Fish, Other",FoodFood,1000 tonnes1000 tonnes,15590000.0,910000.0
Guatemala,"Meat, Other",FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Guatemala,Milk - Excluding Butter,FoodFood,1000 tonnes1000 tonnes,506000000.0,586000000.0
Guatemala,Miscellaneous,Food,1000 tonnes,0.0,0.0
Guatemala,"Molluscs, Other",FoodFood,1000 tonnes1000 tonnes,240000.0,540000.0
Guatemala,Mutton & Goat Meat,FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Guatemala,Nuts and products,FoodFood,1000 tonnes1000 tonnes,30000000.0,29000000.0
Guatemala,Oats,FoodFood,1000 tonnes1000 tonnes,15000000.0,17000000.0
Guatemala,"Offals, Edible",FoodFood,1000 tonnes1000 tonnes,21000000.0,23000000.0
Guatemala,"Oilcrops Oil, Other",FoodFood,1000 tonnes1000 tonnes,34000000.0,34000000.0
Guatemala,"Oilcrops, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Olive Oil,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guatemala,Olives (including preserved),FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Guatemala,Onions,FoodFood,1000 tonnes1000 tonnes,110000000.0,108000000.0
Guatemala,"Oranges, Mandarines",FoodFood,1000 tonnes1000 tonnes,189000000.0,184000000.0
Guatemala,Palm Oil,FoodFood,1000 tonnes1000 tonnes,28000000.0,47000000.0
Guatemala,Palmkernel Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Peas,FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Guatemala,Pelagic Fish,FoodFood,1000 tonnes1000 tonnes,16280000.000000002,24340000.0
Guatemala,Pepper,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Pigmeat,FoodFood,1000 tonnes1000 tonnes,74000000.0,83000000.0
Guatemala,Pimento,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guatemala,Pineapples and products,FoodFood,1000 tonnes1000 tonnes,97000000.0,94000000.0
Guatemala,Plantains,FoodFood,1000 tonnes1000 tonnes,55000000.0,50000000.0
Guatemala,Potatoes and products,FoodFood,1000 tonnes1000 tonnes,173000000.0,198000000.0
Guatemala,Poultry Meat,FoodFood,1000 tonnes1000 tonnes,282000000.0,340000000.0
Guatemala,"Pulses, Other and products",FoodFood,1000 tonnes1000 tonnes,48000000.0,49000000.0
Guatemala,Rape and Mustard Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Rape and Mustardseed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Rice and products,FoodFood,1000 tonnes1000 tonnes,142000000.0,160000000.0
Guatemala,"Roots, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Rye and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Sesame seed,FoodFood,1000 tonnes1000 tonnes,31000000.0,28000000.0
Guatemala,Sesameseed Oil,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Guatemala,Sorghum and products,FoodFood,1000 tonnes1000 tonnes,14000000.0,10000000.0
Guatemala,Soyabean Oil,FoodFood,1000 tonnes1000 tonnes,69000000.0,79000000.0
Guatemala,Soyabeans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,"Spices, Other",FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Guatemala,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,596000000.0,772000000.0
Guatemala,Sugar cane,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Sugar non-centrifugal,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,Sunflower seed,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guatemala,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,8000000.0,9000000.0
Guatemala,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guatemala,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,43000000.0,47000000.0
Guatemala,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guatemala,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,234000000.0,265000000.0
Guatemala,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,353000000.0,573000000.0
Guatemala,Wheat and products,FoodFood,1000 tonnes1000 tonnes,519000000.0,642000000.0
Guatemala,Wine,FoodFood,1000 tonnes1000 tonnes,3000000.0,4000000.0
Guinea,Apples and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guinea,"Aquatic Animals, Others",FoodFood,1000 tonnes1000 tonnes,40000.0,0.0
Guinea,Aquatic Plants,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Bananas,FoodFood,1000 tonnes1000 tonnes,163000000.0,174000000.0
Guinea,Barley and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Beans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Beer,FoodFood,1000 tonnes1000 tonnes,26000000.0,34000000.0
Guinea,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,76000000.0,100000000.0
Guinea,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guinea,Cassava and products,FoodFood,1000 tonnes1000 tonnes,1120000000.0,1824000000.0
Guinea,Cephalopods,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,125000000.0,140000000.0
Guinea,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,214000000.0,220000000.0
Guinea,Cloves,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,3000000.0
Guinea,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,1000000.0,2000000.0
Guinea,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,21000000.0,26000000.0
Guinea,Coffee and products,FoodFood,1000 tonnes1000 tonnes,17000000.0,26000000.0
Guinea,Cottonseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Cream,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Crustaceans,FoodFood,1000 tonnes1000 tonnes,30000.0,0.0
Guinea,Dates,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Demersal Fish,FoodFood,1000 tonnes1000 tonnes,20860000.0,23180000.0
Guinea,Eggs,FoodFood,1000 tonnes1000 tonnes,23000000.0,30000000.0
Guinea,"Fats, Animals, Raw",FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Guinea,"Fish, Body Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Freshwater Fish,FoodFood,1000 tonnes1000 tonnes,22150000.0,26770000.0
Guinea,"Fruits, other",FoodFood,1000 tonnes1000 tonnes,169000000.0,167000000.0
Guinea,Grapefruit and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Grapes and products (excl wine),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Groundnut Oil,FoodFood,1000 tonnes1000 tonnes,88000000.0,107000000.0
Guinea,Groundnuts,FoodFood,1000 tonnes1000 tonnes,70000000.0,89000000.0
Guinea,Honey,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guinea,Infant food,FoodFood,1000 tonnes1000 tonnes,1000000.0,3000000.0
Guinea,"Lemons, Limes and products",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Maize Germ Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Maize and products,FoodFood,1000 tonnes1000 tonnes,115000000.0,149000000.0
Guinea,"Marine Fish, Other",FoodFood,1000 tonnes1000 tonnes,810000.0,2210000.0
Guinea,"Meat, Other",FoodFood,1000 tonnes1000 tonnes,6000000.0,6000000.0
Guinea,Milk - Excluding Butter,FoodFood,1000 tonnes1000 tonnes,176000000.0,227000000.0
Guinea,Millet and products,FoodFood,1000 tonnes1000 tonnes,10000000.0,10000000.0
Guinea,Miscellaneous,FoodFood,1000 tonnes1000 tonnes,18000000.0,20000000.0
Guinea,"Molluscs, Other",FoodFood,1000 tonnes1000 tonnes,0.0,10000.0
Guinea,Mutton & Goat Meat,FoodFood,1000 tonnes1000 tonnes,19000000.0,26000000.0
Guinea,Nuts and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Guinea,Oats,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,"Offals, Edible",FoodFood,1000 tonnes1000 tonnes,18000000.0,26000000.0
Guinea,"Oilcrops Oil, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,"Oilcrops, Other",Food,1000 tonnes,0.0,0.0
Guinea,Olive Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Olives (including preserved),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Onions,FoodFood,1000 tonnes1000 tonnes,46000000.0,57000000.0
Guinea,"Oranges, Mandarines",FoodFood,1000 tonnes1000 tonnes,0.0,3000000.0
Guinea,Palm Oil,FoodFood,1000 tonnes1000 tonnes,90000000.0,103000000.0
Guinea,Palmkernel Oil,FoodFood,1000 tonnes1000 tonnes,5000000.0,5000000.0
Guinea,Peas,FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Guinea,Pelagic Fish,FoodFood,1000 tonnes1000 tonnes,77460000.0,75260000.0
Guinea,Pepper,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Pigmeat,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Guinea,Pimento,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Pineapples and products,FoodFood,1000 tonnes1000 tonnes,119000000.0,129000000.0
Guinea,Plantains,FoodFood,1000 tonnes1000 tonnes,440000000.0,452000000.0
Guinea,Potatoes and products,FoodFood,1000 tonnes1000 tonnes,55000000.0,66000000.0
Guinea,Poultry Meat,FoodFood,1000 tonnes1000 tonnes,23000000.0,35000000.0
Guinea,"Pulses, Other and products",FoodFood,1000 tonnes1000 tonnes,52000000.0,50000000.0
Guinea,Rape and Mustard Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Rape and Mustardseed,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Guinea,Rice and products,FoodFood,1000 tonnes1000 tonnes,1697000000.0,1992000000.0
Guinea,Ricebran Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,"Roots, Other",FoodFood,1000 tonnes1000 tonnes,79000000.0,92000000.0
Guinea,Rye and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Sesame seed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Sesameseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Sorghum and products,FoodFood,1000 tonnes1000 tonnes,5000000.0,7000000.0
Guinea,Soyabean Oil,FoodFood,1000 tonnes1000 tonnes,2000000.0,0.0
Guinea,Soyabeans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,"Spices, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,139000000.0,159000000.0
Guinea,Sugar cane,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea,Sunflower seed,Food,1000 tonnes,0.0,0.0
Guinea,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Guinea,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,174000000.0,211000000.0
Guinea,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,30000000.0,28000000.0
Guinea,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,4000000.0,3000000.0
Guinea,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,29000000.0,45000000.0
Guinea,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,502000000.0,522000000.0
Guinea,Wheat and products,FoodFood,1000 tonnes1000 tonnes,295000000.0,247000000.0
Guinea,Wine,FoodFood,1000 tonnes1000 tonnes,1000000.0,2000000.0
Guinea,Yams,FoodFood,1000 tonnes1000 tonnes,93000000.0,110000000.0
Guinea-Bissau,Apples and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Bananas,FoodFood,1000 tonnes1000 tonnes,8000000.0,9000000.0
Guinea-Bissau,Barley and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,2000000.0
Guinea-Bissau,Beans,FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Guinea-Bissau,Beer,FoodFood,1000 tonnes1000 tonnes,9000000.0,12000000.0
Guinea-Bissau,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Guinea-Bissau,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,24000000.0,22000000.0
Guinea-Bissau,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,7000000.0,7000000.0
Guinea-Bissau,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Cassava and products,FoodFood,1000 tonnes1000 tonnes,41000000.0,52000000.0
Guinea-Bissau,Cephalopods,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,5000000.0,2000000.0
Guinea-Bissau,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Cloves,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,1000000.0,3000000.0
Guinea-Bissau,Coffee and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Cottonseed Oil,Food,1000 tonnes,0.0,0.0
Guinea-Bissau,Cream,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Crustaceans,FoodFood,1000 tonnes1000 tonnes,60000.0,60000.0
Guinea-Bissau,Dates,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Demersal Fish,FoodFood,1000 tonnes1000 tonnes,750000.0,140000.0
Guinea-Bissau,Eggs,FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Guinea-Bissau,"Fats, Animals, Raw",FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Guinea-Bissau,"Fish, Body Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,"Fish, Liver Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Freshwater Fish,FoodFood,1000 tonnes1000 tonnes,180000.0,190000.0
Guinea-Bissau,"Fruits, other",FoodFood,1000 tonnes1000 tonnes,30000000.0,36000000.0
Guinea-Bissau,Grapes and products (excl wine),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Groundnut Oil,FoodFood,1000 tonnes1000 tonnes,8000000.0,9000000.0
Guinea-Bissau,Groundnuts,FoodFood,1000 tonnes1000 tonnes,4000000.0,5000000.0
Guinea-Bissau,Honey,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,Infant food,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Guinea-Bissau,"Lemons, Limes and products",FoodFood,1000 tonnes1000 tonnes,4000000.0,4000000.0
