country,item,element,unit,food_2014,food_2019
El Salvador,Ricebran Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
El Salvador,"Roots, Other",FoodFood,1000 tonnes1000 tonnes,39000000.0,40000000.0
El Salvador,Rye and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
El Salvador,Sesame seed,FoodFood,1000 tonnes1000 tonnes,2000000.0,1000000.0
El Salvador,Sesameseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
El Salvador,Sorghum and products,FoodFood,1000 tonnes1000 tonnes,104000000.0,79000000.0
El Salvador,Soyabean Oil,FoodFood,1000 tonnes1000 tonnes,6000000.0,9000000.0
El Salvador,Soyabeans,FoodFood,1000 tonnes1000 tonnes,5000000.0,5000000.0
El Salvador,"Spices, Other",FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
El Salvador,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,241000000.0,266000000.0
El Salvador,Sugar non-centrifugal,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
El Salvador,Sunflower seed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
El Salvador,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
El Salvador,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
El Salvador,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,8000000.0,14000000.0
El Salvador,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
El Salvador,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,96000000.0,117000000.0
El Salvador,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,288000000.0,384000000.0
El Salvador,Wheat and products,FoodFood,1000 tonnes1000 tonnes,200000000.0,273000000.0
El Salvador,Wine,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Estonia,Apples and products,FoodFood,1000 tonnes1000 tonnes,22000000.0,21000000.0
Estonia,"Aquatic Animals, Others",FoodFood,1000 tonnes1000 tonnes,10000.0,10000.0
Estonia,Aquatic Plants,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Bananas,FoodFood,1000 tonnes1000 tonnes,14000000.0,19000000.0
Estonia,Barley and products,FoodFood,1000 tonnes1000 tonnes,13000000.0,6000000.0
Estonia,Beans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Beer,FoodFood,1000 tonnes1000 tonnes,133000000.0,89000000.0
Estonia,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,32000000.0,24000000.0
Estonia,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,4000000.0,0.0
Estonia,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,8000000.0,12000000.0
Estonia,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,4000000.0,6000000.0
Estonia,Cassava and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Cephalopods,FoodFood,1000 tonnes1000 tonnes,510000.0,200000.0
Estonia,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Estonia,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Cloves,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Coffee and products,FoodFood,1000 tonnes1000 tonnes,6000000.0,6000000.0
Estonia,Cottonseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Cream,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Estonia,Crustaceans,FoodFood,1000 tonnes1000 tonnes,1250000.0,3890000.0
Estonia,Dates,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Demersal Fish,FoodFood,1000 tonnes1000 tonnes,10050000.0,9700000.0
Estonia,Eggs,FoodFood,1000 tonnes1000 tonnes,16000000.0,18000000.0
Estonia,"Fats, Animals, Raw",FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Estonia,"Fish, Body Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,"Fish, Liver Oil",FoodFood,1000 tonnes1000 tonnes,20000.0,10000.0
Estonia,Freshwater Fish,FoodFood,1000 tonnes1000 tonnes,1780000.0,1800000.0
Estonia,"Fruits, other",FoodFood,1000 tonnes1000 tonnes,20000000.0,27000000.0
Estonia,Grapefruit and products,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Estonia,Grapes and products (excl wine),FoodFood,1000 tonnes1000 tonnes,17000000.0,6000000.0
Estonia,Groundnut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Groundnuts,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Estonia,Honey,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Estonia,Infant food,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,"Lemons, Limes and products",FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Estonia,Maize Germ Oil,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Estonia,Maize and products,FoodFood,1000 tonnes1000 tonnes,13000000.0,13000000.0
Estonia,"Marine Fish, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,"Meat, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Milk - Excluding Butter,FoodFood,1000 tonnes1000 tonnes,347000000.0,369000000.0
Estonia,Miscellaneous,FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Estonia,"Molluscs, Other",FoodFood,1000 tonnes1000 tonnes,670000.0,790000.0
Estonia,Mutton & Goat Meat,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Estonia,Nuts and products,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Estonia,Oats,FoodFood,1000 tonnes1000 tonnes,5000000.0,6000000.0
Estonia,"Offals, Edible",FoodFood,1000 tonnes1000 tonnes,4000000.0,4000000.0
Estonia,"Oilcrops Oil, Other",FoodFood,1000 tonnes1000 tonnes,5000000.0,5000000.0
Estonia,Olive Oil,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Estonia,Olives (including preserved),FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Estonia,Onions,FoodFood,1000 tonnes1000 tonnes,6000000.0,9000000.0
Estonia,"Oranges, Mandarines",FoodFood,1000 tonnes1000 tonnes,14000000.0,19000000.0
Estonia,Palm Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Palmkernel Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Peas,FoodFood,1000 tonnes1000 tonnes,6000000.0,6000000.0
Estonia,Pelagic Fish,FoodFood,1000 tonnes1000 tonnes,2370000.0,3040000.0
Estonia,Pepper,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Pigmeat,FoodFood,1000 tonnes1000 tonnes,44000000.0,49000000.0
Estonia,Pimento,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Estonia,Pineapples and products,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Estonia,Plantains,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Potatoes and products,FoodFood,1000 tonnes1000 tonnes,93000000.0,75000000.0
Estonia,Poultry Meat,FoodFood,1000 tonnes1000 tonnes,26000000.0,29000000.0
Estonia,"Pulses, Other and products",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Rape and Mustard Oil,FoodFood,1000 tonnes1000 tonnes,5000000.0,5000000.0
Estonia,Rape and Mustardseed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Rice and products,FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Estonia,"Roots, Other",Food,1000 tonnes,0.0,0.0
Estonia,Rye and products,FoodFood,1000 tonnes1000 tonnes,34000000.0,22000000.0
Estonia,Sesameseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Soyabean Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,Soyabeans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,"Spices, Other",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Estonia,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,27000000.0,25000000.0
Estonia,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,3000000.0
Estonia,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Estonia,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,53000000.0,46000000.0
Estonia,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Estonia,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,19000000.0,17000000.0
Estonia,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,102000000.0,82000000.0
Estonia,Wheat and products,FoodFood,1000 tonnes1000 tonnes,84000000.0,73000000.0
Estonia,Wine,FoodFood,1000 tonnes1000 tonnes,19000000.0,22000000.0
Eswatini,Apples and products,FoodFood,1000 tonnes1000 tonnes,4000000.0,4000000.0
Eswatini,"Aquatic Animals, Others",FoodFood,1000 tonnes1000 tonnes,0.0,30000.0
Eswatini,Aquatic Plants,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Bananas,FoodFood,1000 tonnes1000 tonnes,6000000.0,5000000.0
Eswatini,Barley and products,Food,1000 tonnes,0.0,0.0
Eswatini,Beans,FoodFood,1000 tonnes1000 tonnes,1000000.0,2000000.0
Eswatini,Beer,FoodFood,1000 tonnes1000 tonnes,21000000.0,46000000.0
Eswatini,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,63000000.0,63000000.0
Eswatini,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,21000000.0,19000000.0
Eswatini,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Cassava and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Cephalopods,FoodFood,1000 tonnes1000 tonnes,0.0,40000.0
Eswatini,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Eswatini,Cloves,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Coffee and products,FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Eswatini,Cottonseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Crustaceans,FoodFood,1000 tonnes1000 tonnes,40000.0,30000.0
Eswatini,Dates,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Demersal Fish,FoodFood,1000 tonnes1000 tonnes,1680000.0,1580000.0
Eswatini,Eggs,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Eswatini,"Fats, Animals, Raw",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Eswatini,"Fish, Body Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,"Fish, Liver Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Freshwater Fish,FoodFood,1000 tonnes1000 tonnes,510000.0,290000.0
Eswatini,"Fruits, other",FoodFood,1000 tonnes1000 tonnes,9000000.0,17000000.0
Eswatini,Grapefruit and products,FoodFood,1000 tonnes1000 tonnes,25000000.0,22000000.0
Eswatini,Grapes and products (excl wine),FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Eswatini,Groundnut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Groundnuts,FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Eswatini,Honey,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Infant food,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,"Lemons, Limes and products",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Maize Germ Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Maize and products,FoodFood,1000 tonnes1000 tonnes,67000000.0,83000000.0
Eswatini,"Marine Fish, Other",FoodFood,1000 tonnes1000 tonnes,1220000.0,1380000.0
Eswatini,"Meat, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Milk - Excluding Butter,FoodFood,1000 tonnes1000 tonnes,45000000.0,47000000.0
Eswatini,Miscellaneous,FoodFood,1000 tonnes1000 tonnes,6000000.0,8000000.0
Eswatini,"Molluscs, Other",FoodFood,1000 tonnes1000 tonnes,20000.0,30000.0
Eswatini,Mutton & Goat Meat,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Eswatini,Nuts and products,FoodFood,1000 tonnes1000 tonnes,3000000.0,1000000.0
Eswatini,Oats,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,"Offals, Edible",FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Eswatini,"Oilcrops Oil, Other",FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Eswatini,"Oilcrops, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Olive Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Olives (including preserved),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Onions,FoodFood,1000 tonnes1000 tonnes,4000000.0,6000000.0
Eswatini,"Oranges, Mandarines",FoodFood,1000 tonnes1000 tonnes,31000000.0,35000000.0
Eswatini,Palm Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Peas,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Pelagic Fish,FoodFood,1000 tonnes1000 tonnes,1400000.0,1030000.0
Eswatini,Pepper,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Pigmeat,FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Eswatini,Pimento,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Pineapples and products,FoodFood,1000 tonnes1000 tonnes,28000000.0,23000000.0
Eswatini,Potatoes and products,FoodFood,1000 tonnes1000 tonnes,15000000.0,16000000.0
Eswatini,Poultry Meat,FoodFood,1000 tonnes1000 tonnes,9000000.0,8000000.0
Eswatini,"Pulses, Other and products",FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Eswatini,Rape and Mustard Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Rape and Mustardseed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Rice and products,FoodFood,1000 tonnes1000 tonnes,31000000.0,41000000.0
Eswatini,"Roots, Other",FoodFood,1000 tonnes1000 tonnes,56000000.0,60000000.0
Eswatini,Sesame seed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Sesameseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Sorghum and products,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Eswatini,Soyabean Oil,FoodFood,1000 tonnes1000 tonnes,3000000.0,4000000.0
Eswatini,Soyabeans,FoodFood,1000 tonnes1000 tonnes,1000000.0,0.0
Eswatini,"Spices, Other",FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Eswatini,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,31000000.0,28000000.0
Eswatini,Sunflower seed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Eswatini,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Eswatini,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Eswatini,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,21000000.0,54000000.0
Eswatini,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Eswatini,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,6000000.0,8000000.0
Eswatini,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,20000000.0,22000000.0
Eswatini,Wheat and products,FoodFood,1000 tonnes1000 tonnes,39000000.0,41000000.0
Eswatini,Wine,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Eswatini,Yams,Food,1000 tonnes,0.0,0.0
Ethiopia,Apples and products,FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Ethiopia,"Aquatic Animals, Others",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Aquatic Plants,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Bananas,FoodFood,1000 tonnes1000 tonnes,425000000.0,501000000.0
Ethiopia,Barley and products,FoodFood,1000 tonnes1000 tonnes,1637000000.0,1839000000.0
Ethiopia,Beans,FoodFood,1000 tonnes1000 tonnes,382000000.0,289000000.0
Ethiopia,Beer,FoodFood,1000 tonnes1000 tonnes,709000000.0,1191000000.0
Ethiopia,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,15000000.0,23000000.0
Ethiopia,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,604000000.0,826000000.0
Ethiopia,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,406000000.0,388000000.0
Ethiopia,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,17000000.0,16000000.0
Ethiopia,Cassava and products,Food,1000 tonnes,0.0,0.0
Ethiopia,Cephalopods,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,3754000000.0,4401000000.0
Ethiopia,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,3000000.0,2000000.0
Ethiopia,Cloves,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Ethiopia,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Coffee and products,FoodFood,1000 tonnes1000 tonnes,171000000.0,233000000.0
Ethiopia,Cottonseed Oil,FoodFood,1000 tonnes1000 tonnes,4000000.0,7000000.0
Ethiopia,Cream,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Crustaceans,FoodFood,1000 tonnes1000 tonnes,50000.0,10000.0
Ethiopia,Dates,FoodFood,1000 tonnes1000 tonnes,4000000.0,3000000.0
Ethiopia,Demersal Fish,FoodFood,1000 tonnes1000 tonnes,50000.0,0.0
Ethiopia,Eggs,FoodFood,1000 tonnes1000 tonnes,34000000.0,43000000.0
Ethiopia,"Fats, Animals, Raw",FoodFood,1000 tonnes1000 tonnes,22000000.0,23000000.0
Ethiopia,"Fish, Body Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,"Fish, Liver Oil",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Freshwater Fish,FoodFood,1000 tonnes1000 tonnes,48090000.0,55320000.0
Ethiopia,"Fruits, other",FoodFood,1000 tonnes1000 tonnes,330000000.0,406000000.0
Ethiopia,Grapefruit and products,FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Ethiopia,Grapes and products (excl wine),FoodFood,1000 tonnes1000 tonnes,4000000.0,5000000.0
Ethiopia,Groundnut Oil,FoodFood,1000 tonnes1000 tonnes,3000000.0,1000000.0
Ethiopia,Groundnuts,FoodFood,1000 tonnes1000 tonnes,93000000.0,21000000.0
Ethiopia,Honey,FoodFood,1000 tonnes1000 tonnes,48000000.0,51000000.0
Ethiopia,Infant food,FoodFood,1000 tonnes1000 tonnes,2000000.0,0.0
Ethiopia,"Lemons, Limes and products",FoodFood,1000 tonnes1000 tonnes,6000000.0,8000000.0
Ethiopia,Maize Germ Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Maize and products,FoodFood,1000 tonnes1000 tonnes,4490000000.0,5627000000.0
Ethiopia,"Marine Fish, Other",FoodFood,1000 tonnes1000 tonnes,230000.0,40000.0
Ethiopia,"Meat, Other",FoodFood,1000 tonnes1000 tonnes,136000000.0,125000000.0
Ethiopia,Milk - Excluding Butter,FoodFood,1000 tonnes1000 tonnes,3142000000.0,3140000000.0
Ethiopia,Millet and products,FoodFood,1000 tonnes1000 tonnes,726000000.0,894000000.0
Ethiopia,Miscellaneous,FoodFood,1000 tonnes1000 tonnes,9000000.0,22000000.0
Ethiopia,"Molluscs, Other",FoodFood,1000 tonnes1000 tonnes,300000.0,0.0
Ethiopia,Mutton & Goat Meat,FoodFood,1000 tonnes1000 tonnes,167000000.0,172000000.0
Ethiopia,Nuts and products,FoodFood,1000 tonnes1000 tonnes,66000000.0,53000000.0
Ethiopia,Oats,FoodFood,1000 tonnes1000 tonnes,52000000.0,42000000.0
Ethiopia,"Offals, Edible",FoodFood,1000 tonnes1000 tonnes,118000000.0,128000000.0
Ethiopia,"Oilcrops Oil, Other",FoodFood,1000 tonnes1000 tonnes,60000000.0,93000000.0
Ethiopia,"Oilcrops, Other",FoodFood,1000 tonnes1000 tonnes,4000000.0,3000000.0
Ethiopia,Olive Oil,FoodFood,1000 tonnes1000 tonnes,0.0,1000000.0
Ethiopia,Olives (including preserved),FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Onions,FoodFood,1000 tonnes1000 tonnes,208000000.0,327000000.0
Ethiopia,"Oranges, Mandarines",FoodFood,1000 tonnes1000 tonnes,38000000.0,54000000.0
Ethiopia,Palm Oil,FoodFood,1000 tonnes1000 tonnes,204000000.0,224000000.0
Ethiopia,Palmkernel Oil,FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Ethiopia,Peas,FoodFood,1000 tonnes1000 tonnes,350000000.0,409000000.0
Ethiopia,Pelagic Fish,FoodFood,1000 tonnes1000 tonnes,1450000.0,1980000.0
Ethiopia,Pepper,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Pigmeat,FoodFood,1000 tonnes1000 tonnes,2000000.0,3000000.0
Ethiopia,Pimento,FoodFood,1000 tonnes1000 tonnes,165000000.0,220000000.0
Ethiopia,Pineapples and products,FoodFood,1000 tonnes1000 tonnes,6000000.0,3000000.0
Ethiopia,Potatoes and products,FoodFood,1000 tonnes1000 tonnes,615000000.0,793000000.0
Ethiopia,Poultry Meat,FoodFood,1000 tonnes1000 tonnes,68000000.0,78000000.0
Ethiopia,"Pulses, Other and products",FoodFood,1000 tonnes1000 tonnes,1462000000.0,1684000000.0
Ethiopia,Rape and Mustard Oil,FoodFood,1000 tonnes1000 tonnes,23000000.0,14000000.0
Ethiopia,Rape and Mustardseed,FoodFood,1000 tonnes1000 tonnes,3000000.0,3000000.0
Ethiopia,Rice and products,FoodFood,1000 tonnes1000 tonnes,273000000.0,456000000.0
Ethiopia,Ricebran Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,"Roots, Other",FoodFood,1000 tonnes1000 tonnes,5441000000.0,4475000000.0
Ethiopia,Rye and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Sesame seed,FoodFood,1000 tonnes1000 tonnes,7000000.0,11000000.0
Ethiopia,Sesameseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Sorghum and products,FoodFood,1000 tonnes1000 tonnes,2567000000.0,3144000000.0
Ethiopia,Soyabean Oil,FoodFood,1000 tonnes1000 tonnes,3000000.0,4000000.0
Ethiopia,Soyabeans,FoodFood,1000 tonnes1000 tonnes,29000000.0,56000000.0
Ethiopia,"Spices, Other",FoodFood,1000 tonnes1000 tonnes,260000000.0,284000000.0
Ethiopia,Sugar (Raw Equivalent),FoodFood,1000 tonnes1000 tonnes,690000000.0,1064000000.0
Ethiopia,Sugar beet,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Sugar cane,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Sunflower seed,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Ethiopia,Sunflowerseed Oil,FoodFood,1000 tonnes1000 tonnes,2000000.0,13000000.0
Ethiopia,Sweet potatoes,FoodFood,1000 tonnes1000 tonnes,1297000000.0,1737000000.0
Ethiopia,"Sweeteners, Other",FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Ethiopia,Tea (including mate),FoodFood,1000 tonnes1000 tonnes,10000000.0,12000000.0
Ethiopia,Tomatoes and products,FoodFood,1000 tonnes1000 tonnes,3000000.0,26000000.0
Ethiopia,"Vegetables, other",FoodFood,1000 tonnes1000 tonnes,1083000000.0,1230000000.0
Ethiopia,Wheat and products,FoodFood,1000 tonnes1000 tonnes,3261000000.0,4041000000.0
Ethiopia,Wine,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Ethiopia,Yams,FoodFood,1000 tonnes1000 tonnes,10000000.0,40000000.0
Fiji,Apples and products,FoodFood,1000 tonnes1000 tonnes,2000000.0,2000000.0
Fiji,"Aquatic Animals, Others",FoodFood,1000 tonnes1000 tonnes,140000.0,20000.0
Fiji,Aquatic Plants,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Bananas,FoodFood,1000 tonnes1000 tonnes,4000000.0,5000000.0
Fiji,Barley and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Beans,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Beer,FoodFood,1000 tonnes1000 tonnes,22000000.0,21000000.0
Fiji,"Beverages, Alcoholic",FoodFood,1000 tonnes1000 tonnes,1000000.0,2000000.0
Fiji,"Beverages, Fermented",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Bovine Meat,FoodFood,1000 tonnes1000 tonnes,5000000.0,3000000.0
Fiji,"Butter, Ghee",FoodFood,1000 tonnes1000 tonnes,4000000.0,2000000.0
Fiji,Cassava and products,FoodFood,1000 tonnes1000 tonnes,37000000.0,43000000.0
Fiji,Cephalopods,FoodFood,1000 tonnes1000 tonnes,210000.0,180000.0
Fiji,"Cereals, Other",FoodFood,1000 tonnes1000 tonnes,1000000.0,1000000.0
Fiji,"Citrus, Other",FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Cloves,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Cocoa Beans and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Coconut Oil,FoodFood,1000 tonnes1000 tonnes,2000000.0,1000000.0
Fiji,Coconuts - Incl Copra,FoodFood,1000 tonnes1000 tonnes,8000000.0,20000000.0
Fiji,Coffee and products,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Cottonseed Oil,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
Fiji,Cream,FoodFood,1000 tonnes1000 tonnes,0.0,4000000.0
Fiji,Crustaceans,FoodFood,1000 tonnes1000 tonnes,890000.0,1190000.0
Fiji,Dates,FoodFood,1000 tonnes1000 tonnes,0.0,0.0
