country,population_2014,population_2019,item,element,unit,food_supply_gprot_capita_2014,food_supply_gprot_capita_2019
Malawi,16290.0,18629.0,"Lemons, Limes and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Malawi,16290.0,18629.0,Maize Germ Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Maize and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,31.28,30.13
Malawi,16290.0,18629.0,"Marine Fish, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.11,0.07
Malawi,16290.0,18629.0,"Meat, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Milk - Excluding Butter,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.06,1.04
Malawi,16290.0,18629.0,Millet and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.56,0.42
Malawi,16290.0,18629.0,Miscellaneous,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.02
Malawi,16290.0,18629.0,"Molluscs, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Mutton & Goat Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.97,1.35
Malawi,16290.0,18629.0,Nuts and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.02
Malawi,16290.0,18629.0,Oats,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,"Offals, Edible",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.41,0.69
Malawi,16290.0,18629.0,"Oilcrops Oil, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,"Oilcrops, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Olive Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Olives (including preserved),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Onions,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.28,0.25
Malawi,16290.0,18629.0,"Oranges, Mandarines",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.16,0.16
Malawi,16290.0,18629.0,Palm Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Palmkernel Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Peas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.05,0.01
Malawi,16290.0,18629.0,Pelagic Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Malawi,16290.0,18629.0,Pepper,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.0
Malawi,16290.0,18629.0,Pigmeat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.82,4.17
Malawi,16290.0,18629.0,Pimento,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.02
Malawi,16290.0,18629.0,Pineapples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.07,0.08
Malawi,16290.0,18629.0,Plantains,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.45,0.44
Malawi,16290.0,18629.0,Potatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.62,1.76
Malawi,16290.0,18629.0,Poultry Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.61,2.46
Malawi,16290.0,18629.0,"Pulses, Other and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,5.96,5.82
Malawi,16290.0,18629.0,Rape and Mustard Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Rape and Mustardseed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Rice and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.97,0.92
Malawi,16290.0,18629.0,"Roots, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Rye and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Sesame seed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Sorghum and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.68,0.71
Malawi,16290.0,18629.0,Soyabean Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Soyabeans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.27,2.31
Malawi,16290.0,18629.0,"Spices, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.03
Malawi,16290.0,18629.0,Sugar (Raw Equivalent),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Sugar beet,Protein supply quantity (g/capita/day),g/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Sugar cane,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Sunflowerseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Sweet potatoes,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.77,0.67
Malawi,16290.0,18629.0,"Sweeteners, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malawi,16290.0,18629.0,Tea (including mate),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.06,0.0
Malawi,16290.0,18629.0,Tomatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.8,0.83
Malawi,16290.0,18629.0,"Vegetables, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.88,1.33
Malawi,16290.0,18629.0,Wheat and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.88,1.5
Malawi,16290.0,18629.0,Wine,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Apples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.02
Malaysia,29867.0,31950.0,"Aquatic Animals, Others",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.02
Malaysia,29867.0,31950.0,Aquatic Plants,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Bananas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.18,0.18
Malaysia,29867.0,31950.0,Barley and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.0
Malaysia,29867.0,31950.0,Beans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.79,0.67
Malaysia,29867.0,31950.0,Beer,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.12,0.14
Malaysia,29867.0,31950.0,"Beverages, Alcoholic",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,"Beverages, Fermented",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Bovine Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.61,2.7
Malaysia,29867.0,31950.0,"Butter, Ghee",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Malaysia,29867.0,31950.0,Cassava and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.03
Malaysia,29867.0,31950.0,Cephalopods,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.14,0.97
Malaysia,29867.0,31950.0,"Cereals, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.18,0.18
Malaysia,29867.0,31950.0,"Citrus, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Cloves,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.01
Malaysia,29867.0,31950.0,Cocoa Beans and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.02
Malaysia,29867.0,31950.0,Coconut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Coconuts - Incl Copra,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.19,0.32
Malaysia,29867.0,31950.0,Coffee and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.01
Malaysia,29867.0,31950.0,Cottonseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Cream,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.03
Malaysia,29867.0,31950.0,Crustaceans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.74,1.25
Malaysia,29867.0,31950.0,Dates,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.02
Malaysia,29867.0,31950.0,Demersal Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.8,2.9
Malaysia,29867.0,31950.0,Eggs,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,5.62,5.7
Malaysia,29867.0,31950.0,"Fats, Animals, Raw",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.09,0.09
Malaysia,29867.0,31950.0,"Fish, Body Oil",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,"Fish, Liver Oil",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Freshwater Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.04,1.83
Malaysia,29867.0,31950.0,"Fruits, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.23,0.19
Malaysia,29867.0,31950.0,Grapefruit and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Grapes and products (excl wine),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.03
Malaysia,29867.0,31950.0,Groundnut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Groundnuts,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.47,0.93
Malaysia,29867.0,31950.0,Honey,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Infant food,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.63,0.69
Malaysia,29867.0,31950.0,"Lemons, Limes and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Malaysia,29867.0,31950.0,Maize Germ Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Maize and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.35,2.62
Malaysia,29867.0,31950.0,"Marine Fish, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.81,2.79
Malaysia,29867.0,31950.0,"Meat, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Malaysia,29867.0,31950.0,Milk - Excluding Butter,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.33,2.39
Malaysia,29867.0,31950.0,Miscellaneous,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,"Molluscs, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.13,0.13
Malaysia,29867.0,31950.0,Mutton & Goat Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.28,0.4
Malaysia,29867.0,31950.0,Nuts and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.29,0.25
Malaysia,29867.0,31950.0,Oats,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.26,0.22
Malaysia,29867.0,31950.0,"Offals, Edible",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,1.72,0.34
Malaysia,29867.0,31950.0,"Oilcrops Oil, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,"Oilcrops, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Olive Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Olives (including preserved),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Onions,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.53,0.63
Malaysia,29867.0,31950.0,"Oranges, Mandarines",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.08,0.08
Malaysia,29867.0,31950.0,Palm Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,-0.02
Malaysia,29867.0,31950.0,Palmkernel Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.09
Malaysia,29867.0,31950.0,Peas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.49,0.61
Malaysia,29867.0,31950.0,Pelagic Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,5.92,6.35
Malaysia,29867.0,31950.0,Pepper,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.19,0.19
Malaysia,29867.0,31950.0,Pigmeat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.47,2.36
Malaysia,29867.0,31950.0,Pimento,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.55,0.45
Malaysia,29867.0,31950.0,Pineapples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.08,0.06
Malaysia,29867.0,31950.0,Plantains,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Potatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.42,0.5
Malaysia,29867.0,31950.0,Poultry Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,13.43,12.99
Malaysia,29867.0,31950.0,"Pulses, Other and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.53,0.35
Malaysia,29867.0,31950.0,Rape and Mustard Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Rape and Mustardseed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Rice and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,13.21,12.66
Malaysia,29867.0,31950.0,"Roots, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.02
Malaysia,29867.0,31950.0,Sesame seed,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Sesameseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Soyabean Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Soyabeans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.03
Malaysia,29867.0,31950.0,"Spices, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.81,0.88
Malaysia,29867.0,31950.0,Sugar (Raw Equivalent),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Sugar cane,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Sunflowerseed Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Sweet potatoes,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.02,0.02
Malaysia,29867.0,31950.0,"Sweeteners, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.0
Malaysia,29867.0,31950.0,Tea (including mate),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.3,0.26
Malaysia,29867.0,31950.0,Tomatoes and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.16,0.16
Malaysia,29867.0,31950.0,"Vegetables, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.21,2.1
Malaysia,29867.0,31950.0,Wheat and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,8.16,8.64
Malaysia,29867.0,31950.0,Wine,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Malaysia,29867.0,31950.0,Yams,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,Apples and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.04,0.04
Maldives,435.0,531.0,"Aquatic Animals, Others",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,Aquatic Plants,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,Bananas,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.06,0.07
Maldives,435.0,531.0,Barley and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.01
Maldives,435.0,531.0,Beans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.06,0.05
Maldives,435.0,531.0,Beer,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.07,0.07
Maldives,435.0,531.0,"Beverages, Alcoholic",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,"Beverages, Fermented",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,Bovine Meat,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,2.44,4.23
Maldives,435.0,531.0,"Butter, Ghee",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.04,0.03
Maldives,435.0,531.0,Cassava and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.0
Maldives,435.0,531.0,Cephalopods,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.25,0.29
Maldives,435.0,531.0,"Cereals, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.18
Maldives,435.0,531.0,"Citrus, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Maldives,435.0,531.0,Cloves,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Maldives,435.0,531.0,Cocoa Beans and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.22,0.23
Maldives,435.0,531.0,Coconut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,Coconuts - Incl Copra,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.03,0.03
Maldives,435.0,531.0,Coffee and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.37,0.38
Maldives,435.0,531.0,Cottonseed Oil,Protein supply quantity (g/capita/day),g/capita/day,0.0,0.0
Maldives,435.0,531.0,Cream,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.06
Maldives,435.0,531.0,Crustaceans,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.85,0.96
Maldives,435.0,531.0,Dates,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.04,0.05
Maldives,435.0,531.0,Demersal Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.11,0.09
Maldives,435.0,531.0,Eggs,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,3.82,4.61
Maldives,435.0,531.0,"Fats, Animals, Raw",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,"Fish, Liver Oil",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,Freshwater Fish,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.2,0.15
Maldives,435.0,531.0,"Fruits, other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.27,0.55
Maldives,435.0,531.0,Grapefruit and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.01,0.01
Maldives,435.0,531.0,Grapes and products (excl wine),Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.04,0.02
Maldives,435.0,531.0,Groundnut Oil,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.0
Maldives,435.0,531.0,Groundnuts,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.11,0.11
Maldives,435.0,531.0,Honey,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.0,0.01
Maldives,435.0,531.0,Infant food,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.14,0.04
Maldives,435.0,531.0,"Lemons, Limes and products",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.06,0.08
Maldives,435.0,531.0,Maize and products,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.14,0.14
Maldives,435.0,531.0,"Marine Fish, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,3.03,0.26
Maldives,435.0,531.0,"Meat, Other",Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,0.13,0.05
Maldives,435.0,531.0,Milk - Excluding Butter,Protein supply quantity (g/capita/day)Protein supply quantity (g/capita/day),g/capita/dayg/capita/day,7.46,7.44
