country,population_2014,population_2019,item,element,unit,food_supply_kcal_capita_2014,food_supply_kcal_capita_2019,food_supply_kcal_2014,food_supply_kcal_2019
Bulgaria,7246.0,7000.0,Coffee and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,7.0,6.0,18513530000.0,15330000000.0
Bulgaria,7246.0,7000.0,Cream,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,0.0,2644790000.0,0.0
Bulgaria,7246.0,7000.0,Crustaceans,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,1.0,2644790000.0,2555000000.0
Bulgaria,7246.0,7000.0,Dates,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,1.0,2644790000.0,2555000000.0
Bulgaria,7246.0,7000.0,Demersal Fish,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,2.0,2644790000.0,5110000000.0
Bulgaria,7246.0,7000.0,Eggs,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,30.0,32.0,79343700000.0,81760000000.0
Bulgaria,7246.0,7000.0,"Fats, Animals, Raw",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,111.0,121.0,293571690000.0,309155000000.0
Bulgaria,7246.0,7000.0,"Fish, Body Oil",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,"Fish, Liver Oil",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,Freshwater Fish,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,4.0,4.0,10579160000.0,10220000000.0
Bulgaria,7246.0,7000.0,"Fruits, other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,43.0,44.0,113725970000.0,112420000000.0
Bulgaria,7246.0,7000.0,Grapefruit and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,3.0,2644790000.0,7665000000.0
Bulgaria,7246.0,7000.0,Grapes and products (excl wine),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,5.0,5.0,13223950000.0,12775000000.0
Bulgaria,7246.0,7000.0,Groundnut Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,0.0,5289580000.0,0.0
Bulgaria,7246.0,7000.0,Groundnuts,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,3.0,9.0,7934370000.0,22995000000.0
Bulgaria,7246.0,7000.0,Honey,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,Infant food,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,1.0,2644790000.0,2555000000.0
Bulgaria,7246.0,7000.0,"Lemons, Limes and products",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,1.0,2644790000.0,2555000000.0
Bulgaria,7246.0,7000.0,Maize Germ Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,22.0,22.0,58185380000.0,56210000000.0
Bulgaria,7246.0,7000.0,Maize and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,277.0,269.0,732606830000.0,687295000000.0
Bulgaria,7246.0,7000.0,"Marine Fish, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,1.0,0.0,2555000000.0
Bulgaria,7246.0,7000.0,"Meat, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,3.0,1.0,7934370000.0,2555000000.0
Bulgaria,7246.0,7000.0,Milk - Excluding Butter,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,245.0,226.0,647973550000.0,577430000000.0
Bulgaria,7246.0,7000.0,Miscellaneous,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,3.0,2.0,7934370000.0,5110000000.0
Bulgaria,7246.0,7000.0,"Molluscs, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,Mutton & Goat Meat,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,11.0,8.0,29092690000.0,20440000000.0
Bulgaria,7246.0,7000.0,Nuts and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,8.0,12.0,21158320000.0,30660000000.0
Bulgaria,7246.0,7000.0,Oats,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,3.0,5289580000.0,7665000000.0
Bulgaria,7246.0,7000.0,"Offals, Edible",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,13.0,17.0,34382270000.0,43435000000.0
Bulgaria,7246.0,7000.0,"Oilcrops Oil, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,4.0,33.0,10579160000.0,84315000000.0
Bulgaria,7246.0,7000.0,"Oilcrops, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,Olive Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,9.0,7.0,23803110000.0,17885000000.0
Bulgaria,7246.0,7000.0,Olives (including preserved),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,8.0,6.0,21158320000.0,15330000000.0
Bulgaria,7246.0,7000.0,Onions,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,5.0,8.0,13223950000.0,20440000000.0
Bulgaria,7246.0,7000.0,"Oranges, Mandarines",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,7.0,9.0,18513530000.0,22995000000.0
Bulgaria,7246.0,7000.0,Palm Oil,Food supply (kcal/capita/day),kcal/capita/day,14.0,0.0,37027060000.0,0.0
Bulgaria,7246.0,7000.0,Peas,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,3.0,2644790000.0,7665000000.0
Bulgaria,7246.0,7000.0,Pelagic Fish,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,8.0,9.0,21158320000.0,22995000000.0
Bulgaria,7246.0,7000.0,Pepper,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,Pigmeat,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,128.0,146.0,338533120000.0,373030000000.0
Bulgaria,7246.0,7000.0,Pimento,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,3.0,4.0,7934370000.0,10220000000.0
Bulgaria,7246.0,7000.0,Pineapples and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,1.0,2644790000.0,2555000000.0
Bulgaria,7246.0,7000.0,Plantains,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,6.0,2644790000.0,15330000000.0
Bulgaria,7246.0,7000.0,Potatoes and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,38.0,48.0,100502020000.0,122640000000.0
Bulgaria,7246.0,7000.0,Poultry Meat,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,83.0,85.0,219517570000.0,217175000000.0
Bulgaria,7246.0,7000.0,"Pulses, Other and products",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,5.0,5.0,13223950000.0,12775000000.0
Bulgaria,7246.0,7000.0,Rape and Mustardseed,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,2.0,5289580000.0,5110000000.0
Bulgaria,7246.0,7000.0,Rice and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,33.0,29.0,87278070000.0,74095000000.0
Bulgaria,7246.0,7000.0,"Roots, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,Rye and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,6.0,1.0,15868740000.0,2555000000.0
Bulgaria,7246.0,7000.0,Sesame seed,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,2.0,5289580000.0,5110000000.0
Bulgaria,7246.0,7000.0,Soyabean Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,38.0,42.0,100502020000.0,107310000000.0
Bulgaria,7246.0,7000.0,Soyabeans,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,1.0,0.0,2555000000.0
Bulgaria,7246.0,7000.0,"Spices, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,8.0,5.0,21158320000.0,12775000000.0
Bulgaria,7246.0,7000.0,Sugar (Raw Equivalent),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,254.0,264.0,671776660000.0,674520000000.0
Bulgaria,7246.0,7000.0,Sunflower seed,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,16.0,16.0,42316640000.0,40880000000.0
Bulgaria,7246.0,7000.0,Sunflowerseed Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,165.0,277.0,436390350000.0,707735000000.0
Bulgaria,7246.0,7000.0,Sweet potatoes,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,"Sweeteners, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,12.0,23.0,31737480000.0,58765000000.0
Bulgaria,7246.0,7000.0,Tea (including mate),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Bulgaria,7246.0,7000.0,Tomatoes and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,11.0,15.0,29092690000.0,38325000000.0
Bulgaria,7246.0,7000.0,"Vegetables, other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,22.0,33.0,58185380000.0,84315000000.0
Bulgaria,7246.0,7000.0,Wheat and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,930.0,749.0,2459654700000.0,1913695000000.0
Bulgaria,7246.0,7000.0,Wine,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,13.0,25.0,34382270000.0,63875000000.0
Burkina Faso,17586.0,20321.0,Apples and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,"Aquatic Animals, Others",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Aquatic Plants,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Bananas,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,0.0,6418890000.0,0.0
Burkina Faso,17586.0,20321.0,Barley and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,3.0,3.0,19256670000.0,22251495000.0
Burkina Faso,17586.0,20321.0,Beans,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Beer,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,8.0,8.0,51351120000.0,59337320000.0
Burkina Faso,17586.0,20321.0,"Beverages, Alcoholic",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,2.0,12837780000.0,14834330000.0
Burkina Faso,17586.0,20321.0,"Beverages, Fermented",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,149.0,146.0,956414610000.0,1082906090000.0
Burkina Faso,17586.0,20321.0,Bovine Meat,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,34.0,28.0,218242260000.0,207680620000.0
Burkina Faso,17586.0,20321.0,"Butter, Ghee",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,3.0,12837780000.0,22251495000.0
Burkina Faso,17586.0,20321.0,Cassava and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,3.0,1.0,19256670000.0,7417165000.0
Burkina Faso,17586.0,20321.0,Cephalopods,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,"Cereals, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,4.0,3.0,25675560000.0,22251495000.0
Burkina Faso,17586.0,20321.0,"Citrus, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Cocoa Beans and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,1.0,0.0,7417165000.0
Burkina Faso,17586.0,20321.0,Coconut Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,4.0,3.0,25675560000.0,22251495000.0
Burkina Faso,17586.0,20321.0,Coconuts - Incl Copra,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Coffee and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,1.0,0.0,7417165000.0
Burkina Faso,17586.0,20321.0,Cottonseed Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,89.0,96.0,571281210000.0,712047840000.0
Burkina Faso,17586.0,20321.0,Cream,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Crustaceans,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Dates,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Demersal Fish,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Eggs,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,8.0,7.0,51351120000.0,51920155000.0
Burkina Faso,17586.0,20321.0,"Fats, Animals, Raw",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,11.0,9.0,70607790000.0,66754485000.0
Burkina Faso,17586.0,20321.0,"Fish, Body Oil",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Freshwater Fish,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,2.0,12837780000.0,14834330000.0
Burkina Faso,17586.0,20321.0,"Fruits, other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,5.0,6.0,32094450000.0,44502990000.0
Burkina Faso,17586.0,20321.0,Grapefruit and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Grapes and products (excl wine),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Groundnut Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,12.0,13.0,77026680000.0,96423145000.0
Burkina Faso,17586.0,20321.0,Groundnuts,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,157.0,159.0,1007765730000.0,1179329235000.0
Burkina Faso,17586.0,20321.0,Honey,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Infant food,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,1.0,0.0,7417165000.0
Burkina Faso,17586.0,20321.0,"Lemons, Limes and products",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Maize Germ Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,0.0,6418890000.0,0.0
Burkina Faso,17586.0,20321.0,Maize and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,608.0,623.0,3902685120000.0,4620893795000.0
Burkina Faso,17586.0,20321.0,"Marine Fish, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,4.0,4.0,25675560000.0,29668660000.0
Burkina Faso,17586.0,20321.0,"Meat, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,1.0,12837780000.0,7417165000.0
Burkina Faso,17586.0,20321.0,Milk - Excluding Butter,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,51.0,46.0,327363390000.0,341189590000.0
Burkina Faso,17586.0,20321.0,Millet and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,363.0,312.0,2330057070000.0,2314155480000.0
Burkina Faso,17586.0,20321.0,Miscellaneous,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,2.0,12837780000.0,14834330000.0
Burkina Faso,17586.0,20321.0,"Molluscs, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Mutton & Goat Meat,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,16.0,12.0,102702240000.0,89005980000.0
Burkina Faso,17586.0,20321.0,Nuts and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,8.0,10.0,51351120000.0,74171650000.0
Burkina Faso,17586.0,20321.0,Oats,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,"Offals, Edible",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,6.0,5.0,38513340000.0,37085825000.0
Burkina Faso,17586.0,20321.0,"Oilcrops Oil, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,6.0,3.0,38513340000.0,22251495000.0
Burkina Faso,17586.0,20321.0,"Oilcrops, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Olive Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Olives (including preserved),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Onions,Food supply (kcal/capita/day),kcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,"Oranges, Mandarines",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Palm Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,67.0,80.0,430065630000.0,593373200000.0
Burkina Faso,17586.0,20321.0,Palmkernel Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,1.0,1.0,6418890000.0,7417165000.0
Burkina Faso,17586.0,20321.0,Peas,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Pelagic Fish,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,6.0,10.0,38513340000.0,74171650000.0
Burkina Faso,17586.0,20321.0,Pepper,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Pigmeat,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,20.0,17.0,128377800000.0,126091805000.0
Burkina Faso,17586.0,20321.0,Pimento,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Pineapples and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Plantains,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Potatoes and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,3.0,12837780000.0,22251495000.0
Burkina Faso,17586.0,20321.0,Poultry Meat,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,7.0,7.0,44932230000.0,51920155000.0
Burkina Faso,17586.0,20321.0,"Pulses, Other and products",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,164.0,169.0,1052697960000.0,1253500885000.0
Burkina Faso,17586.0,20321.0,Rape and Mustard Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Rape and Mustardseed,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Rice and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,274.0,318.0,1758775860000.0,2358658470000.0
Burkina Faso,17586.0,20321.0,"Roots, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,1.0,0.0,7417165000.0
Burkina Faso,17586.0,20321.0,Rye and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Sesame seed,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,22.0,29.0,141215580000.0,215097785000.0
Burkina Faso,17586.0,20321.0,Sesameseed Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Sorghum and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,408.0,390.0,2618907120000.0,2892694350000.0
Burkina Faso,17586.0,20321.0,Soyabean Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Soyabeans,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,9.0,11.0,57770010000.0,81588815000.0
Burkina Faso,17586.0,20321.0,"Spices, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,3.0,3.0,19256670000.0,22251495000.0
Burkina Faso,17586.0,20321.0,Sugar (Raw Equivalent),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,81.0,60.0,519930090000.0,445029900000.0
Burkina Faso,17586.0,20321.0,Sugar beet,Food supply (kcal/capita/day),kcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Sunflower seed,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Sunflowerseed Oil,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Sweet potatoes,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,10.0,8.0,64188900000.0,59337320000.0
Burkina Faso,17586.0,20321.0,"Sweeteners, Other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,2.0,12837780000.0,14834330000.0
Burkina Faso,17586.0,20321.0,Tea (including mate),Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,0.0,0.0,0.0
Burkina Faso,17586.0,20321.0,Tomatoes and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,2.0,1.0,12837780000.0,7417165000.0
Burkina Faso,17586.0,20321.0,"Vegetables, other",Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,10.0,10.0,64188900000.0,74171650000.0
Burkina Faso,17586.0,20321.0,Wheat and products,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,83.0,98.0,532767870000.0,726882170000.0
Burkina Faso,17586.0,20321.0,Wine,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,0.0,1.0,0.0,7417165000.0
Burkina Faso,17586.0,20321.0,Yams,Food supply (kcal/capita/day)Food supply (kcal/capita/day),kcal/capita/daykcal/capita/day,9.0,6.0,57770010000.0,44502990000.0
