country,element,item,year,unit,value
Afghanistan,Production,Bovine Meat,2019,1000 tonnes,95000000.0
Afghanistan,Import Quantity,Bovine Meat,2019,1000 tonnes,5000000.0
Afghanistan,Stock Variation,Bovine Meat,2019,1000 tonnes,0.0
Afghanistan,Export Quantity,Bovine Meat,2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,Bovine Meat,2019,1000 tonnes,101000000.0
Afghanistan,Residuals,Bovine Meat,2019,1000 tonnes,0.0
Afghanistan,Food,Bovine Meat,2019,1000 tonnes,101000000.0
Afghanistan,Food supply quantity (kg/capita/yr),Bovine Meat,2019,kg,2.65
Afghanistan,Food supply (kcal/capita/day),Bovine Meat,2019,kcal/capita/day,16.0
Afghanistan,Protein supply quantity (g/capita/day),Bovine Meat,2019,g/capita/day,1.1
Afghanistan,Fat supply quantity (g/capita/day),Bovine Meat,2019,g/capita/day,1.21
Afghanistan,Production,Mutton & Goat Meat,2019,1000 tonnes,134000000.0
Afghanistan,Import Quantity,Mutton & Goat Meat,2019,1000 tonnes,0.0
Afghanistan,Stock Variation,Mutton & Goat Meat,2019,1000 tonnes,-2000000.0
Afghanistan,Export Quantity,Mutton & Goat Meat,2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,Mutton & Goat Meat,2019,1000 tonnes,136000000.0
Afghanistan,Residuals,Mutton & Goat Meat,2019,1000 tonnes,0.0
Afghanistan,Food,Mutton & Goat Meat,2019,1000 tonnes,136000000.0
Afghanistan,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,2019,kg,3.57
Afghanistan,Food supply (kcal/capita/day),Mutton & Goat Meat,2019,kcal/capita/day,22.0
Afghanistan,Protein supply quantity (g/capita/day),Mutton & Goat Meat,2019,g/capita/day,1.4
Afghanistan,Fat supply quantity (g/capita/day),Mutton & Goat Meat,2019,g/capita/day,1.78
Afghanistan,Import Quantity,Pigmeat,2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,Pigmeat,2019,1000 tonnes,0.0
Afghanistan,Residuals,Pigmeat,2019,1000 tonnes,0.0
Afghanistan,Food,Pigmeat,2019,1000 tonnes,0.0
Afghanistan,Food supply quantity (kg/capita/yr),Pigmeat,2019,kg,0.01
Afghanistan,Food supply (kcal/capita/day),Pigmeat,2019,kcal/capita/day,0.0
Afghanistan,Protein supply quantity (g/capita/day),Pigmeat,2019,g/capita/day,0.01
Afghanistan,Fat supply quantity (g/capita/day),Pigmeat,2019,g/capita/day,0.02
Afghanistan,Production,Poultry Meat,2019,1000 tonnes,28000000.0
Afghanistan,Import Quantity,Poultry Meat,2019,1000 tonnes,44000000.0
Afghanistan,Stock Variation,Poultry Meat,2019,1000 tonnes,5000000.0
Afghanistan,Domestic supply quantity,Poultry Meat,2019,1000 tonnes,67000000.0
Afghanistan,Residuals,Poultry Meat,2019,1000 tonnes,0.0
Afghanistan,Food,Poultry Meat,2019,1000 tonnes,67000000.0
Afghanistan,Food supply quantity (kg/capita/yr),Poultry Meat,2019,kg,1.76
Afghanistan,Food supply (kcal/capita/day),Poultry Meat,2019,kcal/capita/day,6.0
Afghanistan,Protein supply quantity (g/capita/day),Poultry Meat,2019,g/capita/day,0.63
Afghanistan,Fat supply quantity (g/capita/day),Poultry Meat,2019,g/capita/day,0.38
Afghanistan,Production,"Meat, Other",2019,1000 tonnes,12000000.0
Afghanistan,Import Quantity,"Meat, Other",2019,1000 tonnes,0.0
Afghanistan,Stock Variation,"Meat, Other",2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,"Meat, Other",2019,1000 tonnes,12000000.0
Afghanistan,Residuals,"Meat, Other",2019,1000 tonnes,0.0
Afghanistan,Food,"Meat, Other",2019,1000 tonnes,12000000.0
Afghanistan,Food supply quantity (kg/capita/yr),"Meat, Other",2019,kg,0.31
Afghanistan,Food supply (kcal/capita/day),"Meat, Other",2019,kcal/capita/day,1.0
Afghanistan,Protein supply quantity (g/capita/day),"Meat, Other",2019,g/capita/day,0.14
Afghanistan,Fat supply quantity (g/capita/day),"Meat, Other",2019,g/capita/day,0.05
Afghanistan,Production,"Offals, Edible",2019,1000 tonnes,44000000.0
Afghanistan,Import Quantity,"Offals, Edible",2019,1000 tonnes,3000000.0
Afghanistan,Export Quantity,"Offals, Edible",2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,"Offals, Edible",2019,1000 tonnes,48000000.0
Afghanistan,Losses,"Offals, Edible",2019,1000 tonnes,3000000.0
Afghanistan,Residuals,"Offals, Edible",2019,1000 tonnes,0.0
Afghanistan,Food,"Offals, Edible",2019,1000 tonnes,44000000.0
Afghanistan,Food supply quantity (kg/capita/yr),"Offals, Edible",2019,kg,1.16
Afghanistan,Food supply (kcal/capita/day),"Offals, Edible",2019,kcal/capita/day,4.0
Afghanistan,Protein supply quantity (g/capita/day),"Offals, Edible",2019,g/capita/day,0.52
Afghanistan,Fat supply quantity (g/capita/day),"Offals, Edible",2019,g/capita/day,0.14
Afghanistan,Production,"Butter, Ghee",2019,1000 tonnes,40000000.0
Afghanistan,Import Quantity,"Butter, Ghee",2019,1000 tonnes,0.0
Afghanistan,Export Quantity,"Butter, Ghee",2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,"Butter, Ghee",2019,1000 tonnes,40000000.0
Afghanistan,Feed,"Butter, Ghee",2019,1000 tonnes,0.0
Afghanistan,Residuals,"Butter, Ghee",2019,1000 tonnes,0.0
Afghanistan,Food,"Butter, Ghee",2019,1000 tonnes,40000000.0
Afghanistan,Food supply quantity (kg/capita/yr),"Butter, Ghee",2019,kg,1.06
Afghanistan,Food supply (kcal/capita/day),"Butter, Ghee",2019,kcal/capita/day,23.0
Afghanistan,Protein supply quantity (g/capita/day),"Butter, Ghee",2019,g/capita/day,0.03
Afghanistan,Fat supply quantity (g/capita/day),"Butter, Ghee",2019,g/capita/day,2.58
Afghanistan,Import Quantity,Cream,2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,Cream,2019,1000 tonnes,0.0
Afghanistan,Residuals,Cream,2019,1000 tonnes,0.0
Afghanistan,Food,Cream,2019,1000 tonnes,0.0
Afghanistan,Food supply quantity (kg/capita/yr),Cream,2019,kg,0.01
Afghanistan,Food supply (kcal/capita/day),Cream,2019,kcal/capita/day,0.0
Afghanistan,Protein supply quantity (g/capita/day),Cream,2019,g/capita/day,0.0
Afghanistan,Fat supply quantity (g/capita/day),Cream,2019,g/capita/day,0.01
Afghanistan,Production,"Fats, Animals, Raw",2019,1000 tonnes,9000000.0
Afghanistan,Import Quantity,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Afghanistan,Stock Variation,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,"Fats, Animals, Raw",2019,1000 tonnes,9000000.0
Afghanistan,Losses,"Fats, Animals, Raw",2019,1000 tonnes,1000000.0
Afghanistan,Other uses (non-food),"Fats, Animals, Raw",2019,1000 tonnes,0.0
Afghanistan,Residuals,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Afghanistan,Food,"Fats, Animals, Raw",2019,1000 tonnes,9000000.0
Afghanistan,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",2019,kg,0.23
Afghanistan,Food supply (kcal/capita/day),"Fats, Animals, Raw",2019,kcal/capita/day,10.0
Afghanistan,Protein supply quantity (g/capita/day),"Fats, Animals, Raw",2019,g/capita/day,0.01
Afghanistan,Fat supply quantity (g/capita/day),"Fats, Animals, Raw",2019,g/capita/day,1.1
Afghanistan,Production,Eggs,2019,1000 tonnes,22000000.0
Afghanistan,Import Quantity,Eggs,2019,1000 tonnes,15000000.0
Afghanistan,Domestic supply quantity,Eggs,2019,1000 tonnes,37000000.0
Afghanistan,Seed,Eggs,2019,1000 tonnes,3000000.0
Afghanistan,Losses,Eggs,2019,1000 tonnes,3000000.0
Afghanistan,Residuals,Eggs,2019,1000 tonnes,0.0
Afghanistan,Food,Eggs,2019,1000 tonnes,31000000.0
Afghanistan,Food supply quantity (kg/capita/yr),Eggs,2019,kg,0.82
Afghanistan,Food supply (kcal/capita/day),Eggs,2019,kcal/capita/day,3.0
Afghanistan,Protein supply quantity (g/capita/day),Eggs,2019,g/capita/day,0.24
Afghanistan,Fat supply quantity (g/capita/day),Eggs,2019,g/capita/day,0.24
Afghanistan,Production,Milk - Excluding Butter,2019,1000 tonnes,2289000000.0
Afghanistan,Import Quantity,Milk - Excluding Butter,2019,1000 tonnes,43000000.0
Afghanistan,Stock Variation,Milk - Excluding Butter,2019,1000 tonnes,0.0
Afghanistan,Export Quantity,Milk - Excluding Butter,2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,Milk - Excluding Butter,2019,1000 tonnes,2332000000.0
Afghanistan,Feed,Milk - Excluding Butter,2019,1000 tonnes,10000000.0
Afghanistan,Losses,Milk - Excluding Butter,2019,1000 tonnes,71000000.0
Afghanistan,Processing,Milk - Excluding Butter,2019,1000 tonnes,804000000.0
Afghanistan,Residuals,Milk - Excluding Butter,2019,1000 tonnes,0.0
Afghanistan,Food,Milk - Excluding Butter,2019,1000 tonnes,1447000000.0
Afghanistan,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,2019,kg,38.04
Afghanistan,Food supply (kcal/capita/day),Milk - Excluding Butter,2019,kcal/capita/day,101.0
Afghanistan,Protein supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,6.19
Afghanistan,Fat supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,5.15
Afghanistan,Production,Freshwater Fish,2019,1000 tonnes,9000000.0
Afghanistan,Import Quantity,Freshwater Fish,2019,1000 tonnes,0.0
Afghanistan,Domestic supply quantity,Freshwater Fish,2019,1000 tonnes,9000000.0
Afghanistan,Other uses (non-food),Freshwater Fish,2019,1000 tonnes,0.0
Afghanistan,Food,Freshwater Fish,2019,1000 tonnes,9000000.0
Afghanistan,Food supply quantity (kg/capita/yr),Freshwater Fish,2019,kg,0.24
Afghanistan,Food supply (kcal/capita/day),Freshwater Fish,2019,kcal/capita/day,0.0
Afghanistan,Protein supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.07
Afghanistan,Fat supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.02
Albania,Production,Bovine Meat,2019,1000 tonnes,37000000.0
Albania,Import Quantity,Bovine Meat,2019,1000 tonnes,1000000.0
Albania,Stock Variation,Bovine Meat,2019,1000 tonnes,0.0
Albania,Domestic supply quantity,Bovine Meat,2019,1000 tonnes,38000000.0
Albania,Losses,Bovine Meat,2019,1000 tonnes,0.0
Albania,Residuals,Bovine Meat,2019,1000 tonnes,0.0
Albania,Food,Bovine Meat,2019,1000 tonnes,38000000.0
Albania,Food supply quantity (kg/capita/yr),Bovine Meat,2019,kg,13.2
Albania,Food supply (kcal/capita/day),Bovine Meat,2019,kcal/capita/day,59.0
Albania,Protein supply quantity (g/capita/day),Bovine Meat,2019,g/capita/day,5.52
Albania,Fat supply quantity (g/capita/day),Bovine Meat,2019,g/capita/day,3.99
Albania,Production,Mutton & Goat Meat,2019,1000 tonnes,25000000.0
Albania,Import Quantity,Mutton & Goat Meat,2019,1000 tonnes,0.0
Albania,Stock Variation,Mutton & Goat Meat,2019,1000 tonnes,0.0
Albania,Domestic supply quantity,Mutton & Goat Meat,2019,1000 tonnes,25000000.0
Albania,Residuals,Mutton & Goat Meat,2019,1000 tonnes,0.0
Albania,Food,Mutton & Goat Meat,2019,1000 tonnes,25000000.0
Albania,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,2019,kg,8.68
Albania,Food supply (kcal/capita/day),Mutton & Goat Meat,2019,kcal/capita/day,47.0
Albania,Protein supply quantity (g/capita/day),Mutton & Goat Meat,2019,g/capita/day,3.23
Albania,Fat supply quantity (g/capita/day),Mutton & Goat Meat,2019,g/capita/day,3.71
Albania,Production,Pigmeat,2019,1000 tonnes,10000000.0
Albania,Import Quantity,Pigmeat,2019,1000 tonnes,9000000.0
Albania,Stock Variation,Pigmeat,2019,1000 tonnes,0.0
Albania,Export Quantity,Pigmeat,2019,1000 tonnes,0.0
Albania,Domestic supply quantity,Pigmeat,2019,1000 tonnes,19000000.0
Albania,Losses,Pigmeat,2019,1000 tonnes,0.0
Albania,Residuals,Pigmeat,2019,1000 tonnes,0.0
Albania,Food,Pigmeat,2019,1000 tonnes,19000000.0
Albania,Food supply quantity (kg/capita/yr),Pigmeat,2019,kg,6.56
Albania,Food supply (kcal/capita/day),Pigmeat,2019,kcal/capita/day,60.0
Albania,Protein supply quantity (g/capita/day),Pigmeat,2019,g/capita/day,1.95
Albania,Fat supply quantity (g/capita/day),Pigmeat,2019,g/capita/day,5.73
Albania,Production,Poultry Meat,2019,1000 tonnes,12000000.0
Albania,Import Quantity,Poultry Meat,2019,1000 tonnes,22000000.0
Albania,Stock Variation,Poultry Meat,2019,1000 tonnes,0.0
Albania,Export Quantity,Poultry Meat,2019,1000 tonnes,0.0
Albania,Domestic supply quantity,Poultry Meat,2019,1000 tonnes,34000000.0
Albania,Residuals,Poultry Meat,2019,1000 tonnes,0.0
Albania,Food,Poultry Meat,2019,1000 tonnes,34000000.0
Albania,Food supply quantity (kg/capita/yr),Poultry Meat,2019,kg,11.71
Albania,Food supply (kcal/capita/day),Poultry Meat,2019,kcal/capita/day,61.0
Albania,Protein supply quantity (g/capita/day),Poultry Meat,2019,g/capita/day,4.54
Albania,Fat supply quantity (g/capita/day),Poultry Meat,2019,g/capita/day,4.57
Albania,Import Quantity,"Meat, Other",2019,1000 tonnes,2000000.0
Albania,Stock Variation,"Meat, Other",2019,1000 tonnes,0.0
Albania,Export Quantity,"Meat, Other",2019,1000 tonnes,0.0
Albania,Domestic supply quantity,"Meat, Other",2019,1000 tonnes,1000000.0
Albania,Residuals,"Meat, Other",2019,1000 tonnes,0.0
Albania,Food,"Meat, Other",2019,1000 tonnes,2000000.0
Albania,Food supply quantity (kg/capita/yr),"Meat, Other",2019,kg,0.56
Albania,Food supply (kcal/capita/day),"Meat, Other",2019,kcal/capita/day,4.0
Albania,Protein supply quantity (g/capita/day),"Meat, Other",2019,g/capita/day,0.85
Albania,Fat supply quantity (g/capita/day),"Meat, Other",2019,g/capita/day,0.02
Albania,Production,"Offals, Edible",2019,1000 tonnes,13000000.0
Albania,Import Quantity,"Offals, Edible",2019,1000 tonnes,3000000.0
Albania,Domestic supply quantity,"Offals, Edible",2019,1000 tonnes,16000000.0
Albania,Losses,"Offals, Edible",2019,1000 tonnes,1000000.0
Albania,Residuals,"Offals, Edible",2019,1000 tonnes,0.0
Albania,Food,"Offals, Edible",2019,1000 tonnes,15000000.0
Albania,Food supply quantity (kg/capita/yr),"Offals, Edible",2019,kg,5.33
Albania,Food supply (kcal/capita/day),"Offals, Edible",2019,kcal/capita/day,17.0
Albania,Protein supply quantity (g/capita/day),"Offals, Edible",2019,g/capita/day,2.42
Albania,Fat supply quantity (g/capita/day),"Offals, Edible",2019,g/capita/day,0.62
Albania,Production,"Butter, Ghee",2019,1000 tonnes,4000000.0
Albania,Import Quantity,"Butter, Ghee",2019,1000 tonnes,0.0
Albania,Export Quantity,"Butter, Ghee",2019,1000 tonnes,0.0
Albania,Domestic supply quantity,"Butter, Ghee",2019,1000 tonnes,4000000.0
Albania,Feed,"Butter, Ghee",2019,1000 tonnes,0.0
Albania,Residuals,"Butter, Ghee",2019,1000 tonnes,0.0
Albania,Food,"Butter, Ghee",2019,1000 tonnes,4000000.0
Albania,Food supply quantity (kg/capita/yr),"Butter, Ghee",2019,kg,1.52
Albania,Food supply (kcal/capita/day),"Butter, Ghee",2019,kcal/capita/day,30.0
Albania,Protein supply quantity (g/capita/day),"Butter, Ghee",2019,g/capita/day,0.04
Albania,Fat supply quantity (g/capita/day),"Butter, Ghee",2019,g/capita/day,3.39
Albania,Import Quantity,Cream,2019,1000 tonnes,1000000.0
Albania,Domestic supply quantity,Cream,2019,1000 tonnes,1000000.0
Albania,Residuals,Cream,2019,1000 tonnes,0.0
Albania,Food,Cream,2019,1000 tonnes,1000000.0
Albania,Food supply quantity (kg/capita/yr),Cream,2019,kg,0.2
Albania,Food supply (kcal/capita/day),Cream,2019,kcal/capita/day,1.0
Albania,Protein supply quantity (g/capita/day),Cream,2019,g/capita/day,0.01
Albania,Fat supply quantity (g/capita/day),Cream,2019,g/capita/day,0.1
Albania,Production,"Fats, Animals, Raw",2019,1000 tonnes,4000000.0
Albania,Import Quantity,"Fats, Animals, Raw",2019,1000 tonnes,1000000.0
Albania,Stock Variation,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Albania,Export Quantity,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Albania,Domestic supply quantity,"Fats, Animals, Raw",2019,1000 tonnes,4000000.0
Albania,Losses,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Albania,Other uses (non-food),"Fats, Animals, Raw",2019,1000 tonnes,0.0
Albania,Residuals,"Fats, Animals, Raw",2019,1000 tonnes,0.0
Albania,Food,"Fats, Animals, Raw",2019,1000 tonnes,4000000.0
Albania,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",2019,kg,1.51
Albania,Food supply (kcal/capita/day),"Fats, Animals, Raw",2019,kcal/capita/day,36.0
Albania,Protein supply quantity (g/capita/day),"Fats, Animals, Raw",2019,g/capita/day,0.1
Albania,Fat supply quantity (g/capita/day),"Fats, Animals, Raw",2019,g/capita/day,3.95
Albania,Import Quantity,"Fish, Body Oil",2019,1000 tonnes,0.0
Albania,Domestic supply quantity,"Fish, Body Oil",2019,1000 tonnes,0.0
Albania,Other uses (non-food),"Fish, Body Oil",2019,1000 tonnes,0.0
Albania,Food,"Fish, Body Oil",2019,1000 tonnes,0.0
Albania,Food supply quantity (kg/capita/yr),"Fish, Body Oil",2019,kg,0.0
Albania,Food supply (kcal/capita/day),"Fish, Body Oil",2019,kcal/capita/day,0.0
Albania,Protein supply quantity (g/capita/day),"Fish, Body Oil",2019,g/capita/day,0.0
Albania,Fat supply quantity (g/capita/day),"Fish, Body Oil",2019,g/capita/day,0.0
Albania,Import Quantity,"Fish, Liver Oil",2019,1000 tonnes,0.0
Albania,Domestic supply quantity,"Fish, Liver Oil",2019,1000 tonnes,0.0
Albania,Other uses (non-food),"Fish, Liver Oil",2019,1000 tonnes,0.0
Albania,Food,"Fish, Liver Oil",2019,1000 tonnes,0.0
Albania,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",2019,kg,0.0
Albania,Food supply (kcal/capita/day),"Fish, Liver Oil",2019,kcal/capita/day,0.0
Albania,Protein supply quantity (g/capita/day),"Fish, Liver Oil",2019,g/capita/day,0.0
Albania,Fat supply quantity (g/capita/day),"Fish, Liver Oil",2019,g/capita/day,0.0
Albania,Production,Eggs,2019,1000 tonnes,55000000.0
Albania,Import Quantity,Eggs,2019,1000 tonnes,0.0
Albania,Stock Variation,Eggs,2019,1000 tonnes,0.0
Albania,Export Quantity,Eggs,2019,1000 tonnes,1000000.0
Albania,Domestic supply quantity,Eggs,2019,1000 tonnes,54000000.0
Albania,Seed,Eggs,2019,1000 tonnes,0.0
Albania,Losses,Eggs,2019,1000 tonnes,8000000.0
Albania,Residuals,Eggs,2019,1000 tonnes,0.0
Albania,Food,Eggs,2019,1000 tonnes,45000000.0
Albania,Food supply quantity (kg/capita/yr),Eggs,2019,kg,15.77
Albania,Food supply (kcal/capita/day),Eggs,2019,kcal/capita/day,59.0
Albania,Protein supply quantity (g/capita/day),Eggs,2019,g/capita/day,4.66
Albania,Fat supply quantity (g/capita/day),Eggs,2019,g/capita/day,4.17
Albania,Production,Milk - Excluding Butter,2019,1000 tonnes,1112000000.0
Albania,Import Quantity,Milk - Excluding Butter,2019,1000 tonnes,29000000.0
Albania,Stock Variation,Milk - Excluding Butter,2019,1000 tonnes,0.0
Albania,Export Quantity,Milk - Excluding Butter,2019,1000 tonnes,0.0
Albania,Domestic supply quantity,Milk - Excluding Butter,2019,1000 tonnes,1141000000.0
Albania,Feed,Milk - Excluding Butter,2019,1000 tonnes,77000000.0
Albania,Losses,Milk - Excluding Butter,2019,1000 tonnes,83000000.0
Albania,Processing,Milk - Excluding Butter,2019,1000 tonnes,78000000.0
Albania,Other uses (non-food),Milk - Excluding Butter,2019,1000 tonnes,0.0
Albania,Residuals,Milk - Excluding Butter,2019,1000 tonnes,0.0
Albania,Food,Milk - Excluding Butter,2019,1000 tonnes,904000000.0
Albania,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,2019,kg,313.64
Albania,Food supply (kcal/capita/day),Milk - Excluding Butter,2019,kcal/capita/day,632.0
Albania,Protein supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,36.59
Albania,Fat supply quantity (g/capita/day),Milk - Excluding Butter,2019,g/capita/day,39.29
Albania,Production,Freshwater Fish,2019,1000 tonnes,2440000.0
Albania,Import Quantity,Freshwater Fish,2019,1000 tonnes,230000.0
Albania,Export Quantity,Freshwater Fish,2019,1000 tonnes,1040000.0
Albania,Domestic supply quantity,Freshwater Fish,2019,1000 tonnes,1630000.0
Albania,Other uses (non-food),Freshwater Fish,2019,1000 tonnes,0.0
Albania,Food,Freshwater Fish,2019,1000 tonnes,1630000.0
Albania,Food supply quantity (kg/capita/yr),Freshwater Fish,2019,kg,0.57
Albania,Food supply (kcal/capita/day),Freshwater Fish,2019,kcal/capita/day,1.0
Albania,Protein supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.17
Albania,Fat supply quantity (g/capita/day),Freshwater Fish,2019,g/capita/day,0.04
Albania,Production,Demersal Fish,2019,1000 tonnes,5540000.0
Albania,Import Quantity,Demersal Fish,2019,1000 tonnes,1650000.0
Albania,Export Quantity,Demersal Fish,2019,1000 tonnes,1190000.0
Albania,Domestic supply quantity,Demersal Fish,2019,1000 tonnes,6010000.0
Albania,Other uses (non-food),Demersal Fish,2019,1000 tonnes,0.0
Albania,Food,Demersal Fish,2019,1000 tonnes,6010000.0
Albania,Food supply quantity (kg/capita/yr),Demersal Fish,2019,kg,2.08
Albania,Food supply (kcal/capita/day),Demersal Fish,2019,kcal/capita/day,2.0
Albania,Protein supply quantity (g/capita/day),Demersal Fish,2019,g/capita/day,0.49
Albania,Fat supply quantity (g/capita/day),Demersal Fish,2019,g/capita/day,0.05
Albania,Production,Pelagic Fish,2019,1000 tonnes,1660000.0
Albania,Import Quantity,Pelagic Fish,2019,1000 tonnes,19640000.0
Albania,Stock Variation,Pelagic Fish,2019,1000 tonnes,0.0
Albania,Export Quantity,Pelagic Fish,2019,1000 tonnes,11580000.0
Albania,Domestic supply quantity,Pelagic Fish,2019,1000 tonnes,9710000.0
Albania,Feed,Pelagic Fish,2019,1000 tonnes,170000.0
Albania,Other uses (non-food),Pelagic Fish,2019,1000 tonnes,0.0
Albania,Food,Pelagic Fish,2019,1000 tonnes,9540000.0
Albania,Food supply quantity (kg/capita/yr),Pelagic Fish,2019,kg,3.31
Albania,Food supply (kcal/capita/day),Pelagic Fish,2019,kcal/capita/day,7.0
Albania,Protein supply quantity (g/capita/day),Pelagic Fish,2019,g/capita/day,1.03
Albania,Fat supply quantity (g/capita/day),Pelagic Fish,2019,g/capita/day,0.3
Albania,Production,"Marine Fish, Other",2019,1000 tonnes,200000.0
Albania,Import Quantity,"Marine Fish, Other",2019,1000 tonnes,1470000.0
Albania,Stock Variation,"Marine Fish, Other",2019,1000 tonnes,0.0
Albania,Export Quantity,"Marine Fish, Other",2019,1000 tonnes,370000.0
Albania,Domestic supply quantity,"Marine Fish, Other",2019,1000 tonnes,1300000.0
Albania,Other uses (non-food),"Marine Fish, Other",2019,1000 tonnes,0.0
Albania,Food,"Marine Fish, Other",2019,1000 tonnes,1300000.0
Albania,Food supply quantity (kg/capita/yr),"Marine Fish, Other",2019,kg,0.45
Albania,Food supply (kcal/capita/day),"Marine Fish, Other",2019,kcal/capita/day,1.0
Albania,Protein supply quantity (g/capita/day),"Marine Fish, Other",2019,g/capita/day,0.14
Albania,Fat supply quantity (g/capita/day),"Marine Fish, Other",2019,g/capita/day,0.03
Albania,Production,Crustaceans,2019,1000 tonnes,2089999.9999999998
Albania,Import Quantity,Crustaceans,2019,1000 tonnes,9300000.0
Albania,Export Quantity,Crustaceans,2019,1000 tonnes,7470000.0
Albania,Domestic supply quantity,Crustaceans,2019,1000 tonnes,3920000.0
Albania,Other uses (non-food),Crustaceans,2019,1000 tonnes,0.0
Albania,Food,Crustaceans,2019,1000 tonnes,3920000.0
Albania,Food supply quantity (kg/capita/yr),Crustaceans,2019,kg,1.36
Albania,Food supply (kcal/capita/day),Crustaceans,2019,kcal/capita/day,2.0
Albania,Protein supply quantity (g/capita/day),Crustaceans,2019,g/capita/day,0.41
Albania,Fat supply quantity (g/capita/day),Crustaceans,2019,g/capita/day,0.02
Albania,Production,Cephalopods,2019,1000 tonnes,330000.0
Albania,Import Quantity,Cephalopods,2019,1000 tonnes,2990000.0
Albania,Stock Variation,Cephalopods,2019,1000 tonnes,0.0
Albania,Export Quantity,Cephalopods,2019,1000 tonnes,1240000.0
Albania,Domestic supply quantity,Cephalopods,2019,1000 tonnes,2069999.9999999998
Albania,Other uses (non-food),Cephalopods,2019,1000 tonnes,0.0
Albania,Food,Cephalopods,2019,1000 tonnes,2069999.9999999998
Albania,Food supply quantity (kg/capita/yr),Cephalopods,2019,kg,0.72
Albania,Food supply (kcal/capita/day),Cephalopods,2019,kcal/capita/day,2.0
Albania,Protein supply quantity (g/capita/day),Cephalopods,2019,g/capita/day,0.3
Albania,Fat supply quantity (g/capita/day),Cephalopods,2019,g/capita/day,0.03
Albania,Production,"Molluscs, Other",2019,1000 tonnes,430000.0
Albania,Import Quantity,"Molluscs, Other",2019,1000 tonnes,120000.0
Albania,Stock Variation,"Molluscs, Other",2019,1000 tonnes,0.0
Albania,Export Quantity,"Molluscs, Other",2019,1000 tonnes,120000.0
Albania,Domestic supply quantity,"Molluscs, Other",2019,1000 tonnes,430000.0
Albania,Other uses (non-food),"Molluscs, Other",2019,1000 tonnes,0.0
Albania,Food,"Molluscs, Other",2019,1000 tonnes,430000.0
Albania,Food supply quantity (kg/capita/yr),"Molluscs, Other",2019,kg,0.15
Albania,Food supply (kcal/capita/day),"Molluscs, Other",2019,kcal/capita/day,0.0
Albania,Protein supply quantity (g/capita/day),"Molluscs, Other",2019,g/capita/day,0.01
Albania,Fat supply quantity (g/capita/day),"Molluscs, Other",2019,g/capita/day,0.0
Albania,Production,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Albania,Import Quantity,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Albania,Export Quantity,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Albania,Domestic supply quantity,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Albania,Other uses (non-food),"Aquatic Animals, Others",2019,1000 tonnes,0.0
Albania,Food,"Aquatic Animals, Others",2019,1000 tonnes,0.0
Albania,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",2019,kg,0.0
Albania,Food supply (kcal/capita/day),"Aquatic Animals, Others",2019,kcal/capita/day,0.0
Albania,Protein supply quantity (g/capita/day),"Aquatic Animals, Others",2019,g/capita/day,0.0
Albania,Fat supply quantity (g/capita/day),"Aquatic Animals, Others",2019,g/capita/day,0.0
Albania,Production,Aquatic Plants,2019,1000 tonnes,10000.0
Albania,Import Quantity,Aquatic Plants,2019,1000 tonnes,0.0
Albania,Export Quantity,Aquatic Plants,2019,1000 tonnes,10000.0
Albania,Domestic supply quantity,Aquatic Plants,2019,1000 tonnes,0.0
Albania,Other uses (non-food),Aquatic Plants,2019,1000 tonnes,0.0
Albania,Food,Aquatic Plants,2019,1000 tonnes,0.0
Albania,Food supply quantity (kg/capita/yr),Aquatic Plants,2019,kg,0.0
