Timestamp,CPU,Memory,ResponseTimeCpus,ResponseTimeMems
2025-01-10 11:55:30,36000,475m,2.0171399116516113,1.106010913848877
2025-01-10 11:55:49,99000,1250m,0.6900045871734619,0.14313983917236328
2025-01-10 11:56:07,63000,1100m,1.1182618141174316,0.2673318386077881
2025-01-10 11:56:26,49000,775m,1.5258183479309082,0.5202174186706543
2025-01-10 11:56:55,15500,125m,6.629265546798706,5.029158115386963
2025-01-10 11:57:17,26000,525m,2.810863494873047,1.5294394493103027
2025-01-10 11:57:36,122000,1700m,0.7157602310180664,0.15098023414611816
2025-01-10 11:57:55,44000,650m,1.6359570026397705,0.7209272384643555
2025-01-10 11:58:18,31000,350m,3.2441422939300537,2.217862606048584
2025-01-10 11:58:37,85000,850m,0.8306503295898438,0.26131415367126465
2025-01-10 11:58:55,94500,1100m,0.70259690284729,0.14640426635742188
2025-01-10 11:59:20,18500,225m,4.372731685638428,3.3364524841308594
2025-01-10 11:59:39,74000,950m,0.8976426124572754,0.28546929359436035
2025-01-10 12:00:00,27500,400m,2.5695385932922363,1.724890947341919
2025-01-10 12:00:19,105500,1450m,0.679929256439209,0.1421067714691162
2025-01-10 12:00:37,80000,850m,0.8920080661773682,0.29183483123779297
2025-01-10 12:00:56,48000,700m,1.7397854328155518,0.6201956272125244
2025-01-10 12:01:17,33000,375m,2.1904284954071045,1.4124958515167236
2025-01-10 12:01:37,57000,925m,1.304147481918335,0.4041297435760498
2025-01-10 12:01:55,89500,1150m,0.8010962009429932,0.1618814468383789
2025-01-10 12:02:13,99500,1300m,0.6933152675628662,0.1403820514678955
2025-01-10 12:02:33,40500,525m,1.797931432723999,0.8310410976409912
2025-01-10 12:02:51,67500,1050m,1.006326675415039,0.2551999092102051
2025-01-10 12:03:09,94500,1250m,0.716029167175293,0.15389513969421387
2025-01-10 12:03:30,27000,375m,2.7208375930786133,1.789614200592041
2025-01-10 12:03:49,59500,1000m,1.3230876922607422,0.3344111442565918
2025-01-10 12:04:08,75000,1100m,0.9239764213562012,0.1926710605621338
2025-01-10 12:04:26,84000,900m,0.8714284896850586,0.24763274192810059
2025-01-10 12:04:46,40500,550m,1.7519519329071045,0.8424026966094971
2025-01-10 12:05:08,31500,475m,2.439384937286377,1.3879687786102295
2025-01-10 12:05:43,12000,125m,8.57356071472168,9.327658653259277
2025-01-10 12:06:11,14500,250m,4.905374050140381,4.626859903335571
2025-01-10 12:06:29,91000,1200m,0.7488052845001221,0.17216205596923828
2025-01-10 12:06:49,45000,700m,1.7643930912017822,0.7171807289123535
2025-01-10 12:07:08,69500,1000m,1.0338964462280273,0.2915339469909668
2025-01-10 12:07:27,53000,800m,1.4848098754882812,0.43956494331359863
2025-01-10 12:07:47,47000,650m,1.6767897605895996,0.8045651912689209
2025-01-10 12:08:06,62000,925m,1.0932512283325195,0.3912637233734131
2025-01-10 12:08:24,99500,1250m,0.6734888553619385,0.13616466522216797
2025-01-10 12:08:46,28500,450m,3.488574504852295,2.0193772315979004
2025-01-10 12:09:06,50000,750m,1.4603779315948486,0.511296272277832
2025-01-10 12:09:28,31000,300m,3.000413656234741,2.031975269317627
2025-01-10 12:10:04,78500,975m,0.8599059581756592,0.24538564682006836
2025-01-10 12:10:24,40500,600m,1.9187471866607666,0.8947618007659912
2025-01-10 12:10:47,27500,400m,2.9037857055664062,1.8144140243530273
2025-01-10 12:11:06,66000,1150m,1.0615215301513672,0.43454527854919434
2025-01-10 12:11:25,60000,900m,1.244628667831421,0.4267446994781494
2025-01-10 12:11:46,34500,475m,2.422894239425659,1.1358933448791504
2025-01-10 12:12:05,52500,700m,1.3428964614868164,0.5490913391113281
2025-01-10 12:12:24,91000,1250m,0.7331550121307373,0.1837623119354248
2025-01-10 12:12:42,73500,900m,0.951526403427124,0.3031349182128906
2025-01-10 12:13:07,22500,300m,3.822906017303467,2.8200716972351074
2025-01-10 12:13:26,64000,1000m,1.163802146911621,0.30724525451660156
2025-01-10 12:13:45,53000,850m,1.320514440536499,0.5112862586975098
2025-01-10 12:14:05,49000,675m,1.509687900543213,0.6167738437652588
2025-01-10 12:14:27,25500,425m,3.149359703063965,1.7389070987701416
2025-01-10 12:14:46,92000,1150m,0.7167580127716064,0.30654263496398926
2025-01-10 12:15:04,70000,950m,0.9761886596679688,0.33687353134155273
2025-01-10 12:15:25,39000,500m,1.968599557876587,1.1792387962341309
2025-01-10 12:15:47,33500,450m,2.579740285873413,1.4418768882751465
2025-01-10 12:16:06,55000,875m,1.3539772033691406,0.4944450855255127
2025-01-10 12:16:25,98500,1350m,0.6922290325164795,0.15747642517089844
2025-01-10 12:16:47,26000,475m,3.501546859741211,1.8071658611297607
2025-01-10 12:17:09,32000,400m,2.5328469276428223,1.6234915256500244
